run,variant,batch_size,seed,abm,metric,step,value
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,32,358.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,33,425.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,34,512.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,35,636.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,36,807.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,37,1049.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,38,1396.0
sgboba 1024 abm2,aboba,1024,seed2,2,adaptive_batch/batch_size,39,1853.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,2,26.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,3,31.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,4,25.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,5,39.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,6,38.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,7,53.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,8,62.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,9,70.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,10,75.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,11,79.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,12,82.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,13,85.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,14,88.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,15,92.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,16,95.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,17,100.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,18,104.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,19,110.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,20,116.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,21,123.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,22,131.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,23,140.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,24,152.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,25,165.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,26,179.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,27,199.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,28,220.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,29,248.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,30,281.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,31,323.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,32,377.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,33,448.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,34,545.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,35,670.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,36,839.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,37,1096.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,38,1447.0
sgboba 1024 abm2,aboba,1024,seed3,2,adaptive_batch/batch_size,39,1949.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,2,54.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,3,61.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,4,69.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,5,80.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,6,90.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,7,99.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,8,107.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,9,114.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,10,121.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,11,127.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,12,134.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,13,140.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,14,146.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,15,153.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,16,161.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,17,169.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,18,179.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,19,188.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,20,201.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,21,212.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,22,228.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,23,245.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,24,265.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,25,285.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,26,312.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,27,344.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,28,380.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,29,428.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,30,486.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,31,559.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,32,654.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,33,792.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,34,957.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,35,1223.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,36,1599.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,37,2152.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,38,2909.0
sgboba 1024 abm4,aboba,1024,seed1,4,adaptive_batch/batch_size,39,4073.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,2,54.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,3,61.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,4,71.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,5,78.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,6,88.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,7,98.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,8,107.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,9,114.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,10,121.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,11,128.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,12,134.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,13,140.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,14,147.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,15,153.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,16,162.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,17,170.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,18,179.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,19,188.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,20,201.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,21,214.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,22,228.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,23,246.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,24,265.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,25,288.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,26,314.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,27,345.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,28,384.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,29,429.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,30,488.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,31,556.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,32,663.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,33,795.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,34,974.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,35,1221.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,36,1598.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,37,2167.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,38,2896.0
sgboba 1024 abm4,aboba,1024,seed2,4,adaptive_batch/batch_size,39,4082.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,2,54.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,3,62.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,4,67.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,5,80.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,6,89.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,7,99.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,8,107.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,9,114.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,10,121.0
sgboba 1024 abm4,aboba,1024,seed3,4,adaptive_batch/batch_size,11,128.0
